PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,SEASON,PLAYER(season),TEAM(season),OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,Off_kmean,Def_kmean,Ovr_kmean
Shannon Brown,CLE,21,23,16,7,51.8,18.8,7.2,19.0,37.8,1.8,6.4,28.0,2.6,3.6,71.4,1.5,3.9,5.4,2.6,3.6,1.8,0.8,6.2,33.2,0,0,-15.4,06-07,Shannon Brown(06-07),CLE(06-07),95.1,110.8,-15.7,9.1,0.71,9.6,3.0,7.9,5.4,13.5,42.6,45.5,20.8,92.53,3.5,1,2,2
Eric Piatkowski,PHX,36,11,9,2,50.6,18.8,6.3,17.4,36.0,4.9,12.5,38.9,1.4,1.4,100.0,1.4,4.9,6.3,2.8,3.5,0.0,0.7,4.2,29.0,0,0,-2.1,06-07,Eric Piatkowski(06-07),PHX(06-07),102.8,107.1,-4.3,8.5,0.8,11.4,2.8,9.3,6.1,14.3,50.0,52.2,20.0,93.96,4.4,1,2,2
Leon Powe,BOS,23,63,19,44,51.1,18.8,5.6,12.6,44.6,0.0,0.1,0.0,7.5,10.2,73.6,6.9,8.4,15.3,0.7,3.3,1.0,1.6,7.4,42.5,1,0,-2.8,06-07,Leon Powe(06-07),BOS(06-07),95.3,96.8,-1.5,2.6,0.21,3.3,13.0,18.7,15.6,15.7,44.6,54.9,17.4,94.53,10.0,0,1,1
Troy Hudson,MIN,31,34,14,20,51.4,18.7,6.9,18.1,37.9,2.6,7.4,35.0,2.4,3.0,81.3,0.7,3.7,4.5,6.8,3.7,1.3,0.2,2.1,35.0,0,0,-6.1,06-07,Troy Hudson(06-07),MIN(06-07),97.4,104.0,-6.6,22.7,1.83,22.6,1.6,7.7,4.6,12.4,45.1,48.3,20.5,93.16,8.6,3,0,0
Channing Frye,NYK,24,72,29,43,51.9,18.7,8.2,18.9,43.3,0.1,0.5,16.7,2.3,3.0,78.7,2.5,8.3,10.8,1.8,2.7,1.0,1.1,5.9,38.1,3,0,-3.7,06-07,Channing Frye(06-07),NYK(06-07),101.6,105.9,-4.3,6.3,0.67,7.4,5.1,17.0,11.1,11.1,43.5,46.4,19.9,92.28,7.2,0,1,1
Jason Williams,MIA,31,61,34,27,52.0,18.5,6.6,15.9,41.3,2.8,8.2,33.9,2.6,2.9,91.3,0.5,3.4,3.9,9.0,2.8,1.6,0.0,1.9,38.9,4,0,0.9,06-07,Jason Williams(06-07),MIA(06-07),103.6,103.6,0.1,27.5,3.22,31.3,1.1,6.6,3.9,9.7,50.1,54.0,17.6,91.86,11.2,3,0,0
Derek Fisher,UTA,32,82,51,31,51.2,18.5,5.8,15.1,38.2,1.1,3.5,30.8,5.9,6.9,85.3,0.7,2.7,3.3,6.1,2.7,1.9,0.1,5.2,35.0,1,0,3.6,06-07,Derek Fisher(06-07),UTA(06-07),107.6,103.5,4.1,18.3,2.28,23.1,1.4,5.7,3.5,10.1,41.8,51.0,17.7,94.0,6.9,3,0,0
Josh Childress,ATL,24,55,22,33,52.3,18.5,6.7,13.4,50.4,0.7,2.0,33.8,4.3,5.4,79.5,3.2,5.6,8.8,3.3,2.1,1.5,0.9,3.0,39.2,7,0,-2.8,06-07,Josh Childress(06-07),ATL(06-07),102.4,105.2,-2.8,10.8,1.59,15.6,6.4,11.2,8.8,9.8,52.9,58.6,15.5,91.81,11.7,1,2,2
Rafer Alston,HOU,30,82,52,30,51.5,18.4,6.5,17.3,37.5,3.3,9.0,36.3,2.2,3.0,73.4,0.5,4.3,4.8,7.5,2.9,2.2,0.2,3.3,39.6,3,0,7.8,06-07,Rafer Alston(06-07),HOU(06-07),105.8,98.2,7.6,23.2,2.61,25.8,1.0,8.3,4.7,9.9,47.0,49.6,19.0,93.06,9.0,3,0,0
Chris Kaman,LAC,25,75,38,37,53.2,18.4,7.2,15.9,45.1,0.0,0.0,0.0,4.1,5.5,74.1,3.9,10.5,14.4,1.9,3.6,1.0,2.8,6.1,46.5,14,0,-4.3,06-07,Chris Kaman(06-07),LAC(06-07),101.0,104.6,-3.7,6.1,0.54,8.1,8.3,21.1,14.8,15.1,45.1,50.2,19.4,90.55,9.0,0,1,1
Andre Miller,PHI,31,80,43,37,50.8,18.4,7.3,15.6,46.6,0.1,0.6,14.3,3.8,4.8,78.4,1.7,4.4,6.0,10.7,3.8,1.9,0.2,3.2,44.1,19,1,-0.3,06-07,Andre Miller(06-07),PHI(06-07),105.7,106.2,-0.5,32.9,2.82,33.2,3.5,8.8,6.2,11.8,46.9,52.0,18.9,94.39,11.6,3,0,0
Beno Udrih,SAS,24,73,53,20,51.3,18.4,6.9,18.6,36.9,1.8,6.2,28.7,2.9,3.2,88.3,0.6,3.8,4.4,6.6,3.0,1.5,0.1,3.8,35.2,0,0,1.0,06-07,Beno Udrih(06-07),SAS(06-07),101.2,101.4,-0.2,22.0,2.18,22.2,1.2,7.8,4.5,10.2,41.7,45.9,20.5,92.95,7.2,3,0,0
Andrew Bogut,MIL,22,66,25,41,51.3,18.4,7.9,14.3,55.3,0.0,0.1,20.0,2.5,4.4,57.7,3.8,9.4,13.3,4.5,3.4,1.1,0.8,4.9,43.3,19,0,-3.0,06-07,Andrew Bogut(06-07),MIL(06-07),105.4,108.0,-2.6,13.8,1.32,18.6,7.8,20.0,13.8,14.1,55.4,56.6,17.2,93.79,11.0,0,1,1
Chris Quinn,MIA,23,42,18,24,53.1,18.4,6.3,17.1,36.6,2.6,7.4,35.1,3.3,4.8,67.6,0.8,3.1,3.9,8.5,2.7,2.0,0.0,4.2,38.9,0,0,1.6,06-07,Chris Quinn(06-07),MIA(06-07),99.2,97.8,1.4,28.9,3.1,27.8,1.5,6.2,3.8,9.0,44.3,47.9,19.4,90.31,8.8,3,0,0
David Lee,NYK,24,58,26,32,51.1,18.3,7.1,11.8,60.0,0.0,0.0,0.0,4.2,5.1,81.5,5.8,12.0,17.8,3.1,2.7,1.4,0.7,4.6,47.8,29,0,2.5,06-07,David Lee(06-07),NYK(06-07),107.9,105.1,2.8,9.5,1.13,15.5,11.9,23.8,18.0,13.7,60.0,65.2,14.2,94.13,15.7,0,1,1
Vladimir Radmanovic,LAL,26,55,31,24,50.0,18.3,6.8,16.0,42.4,2.0,6.0,33.9,2.7,3.7,72.6,2.7,6.4,9.1,3.3,3.5,1.3,0.9,6.3,37.3,1,0,-5.7,06-07,Vladimir Radmanovic(06-07),LAL(06-07),101.1,106.4,-5.3,11.3,0.96,13.6,5.4,13.3,9.3,14.3,48.7,51.8,18.7,96.12,6.9,1,2,2
Desmon Farmer,SEA,25,8,2,6,44.8,18.3,7.0,21.1,33.3,2.8,11.3,25.0,1.4,1.4,100.0,0.0,1.4,1.4,12.7,1.4,1.4,0.0,2.8,41.8,0,0,22.5,06-07,Desmon Farmer(06-07),SEA(06-07),108.5,85.9,22.5,34.6,9.0,36.0,0.0,2.8,1.5,4.0,40.0,42.1,20.8,107.14,9.0,3,0,0
Samuel Dalembert,PHI,27,82,35,47,52.6,18.2,7.4,13.7,54.1,0.0,0.0,0.0,3.5,4.6,74.6,5.0,10.3,15.2,1.3,3.3,1.0,3.3,6.0,48.0,23,0,-0.4,06-07,Samuel Dalembert(06-07),PHI(06-07),104.0,104.4,-0.3,4.1,0.4,6.5,10.4,20.8,15.6,16.4,54.1,58.1,16.6,91.29,10.6,0,1,1
Smush Parker,LAL,26,82,42,40,49.4,18.2,6.9,15.8,43.6,2.2,6.0,36.5,2.3,3.5,64.6,0.9,3.2,4.1,4.6,3.1,2.4,0.2,4.2,34.8,0,0,-1.6,06-07,Smush Parker(06-07),LAL(06-07),106.9,108.9,-2.0,14.1,1.49,18.4,1.9,6.8,4.4,12.3,50.6,52.6,18.1,97.1,6.5,1,2,2
Jason Kidd,NJN,34,80,41,39,51.2,18.2,6.4,15.9,40.6,2.2,6.3,34.3,3.1,4.0,77.8,2.4,9.1,11.4,12.9,3.7,2.2,0.4,2.6,55.3,32,12,1.5,06-07,Jason Kidd(06-07),NJN(06-07),105.8,104.9,0.9,40.5,3.46,37.8,4.8,18.6,11.7,10.9,47.5,51.6,18.8,93.42,16.0,3,0,0
Jeremy Richardson,POR,23,6,4,2,45.1,18.2,6.8,13.6,50.0,4.5,6.8,66.7,0.0,0.0,0.0,2.3,2.3,4.5,0.0,2.3,2.3,0.0,4.5,28.2,0,0,-2.3,06-07,Jeremy Richardson(06-07),POR(06-07),125.0,133.3,-8.3,0.0,0.0,0.0,5.6,6.3,5.9,14.3,66.7,66.7,13.2,103.98,5.3,1,2,2
Damien Wilkins,SEA,27,82,31,51,51.0,18.1,6.6,15.1,43.5,1.3,3.1,41.0,3.8,4.3,88.2,2.2,3.6,5.7,3.9,2.9,2.3,0.4,3.9,36.1,0,0,-6.2,06-07,Damien Wilkins(06-07),SEA(06-07),103.3,109.2,-5.9,12.1,1.34,16.5,4.5,7.6,6.0,12.3,47.7,53.5,17.3,94.19,7.9,1,2,2
Jarvis Hayes,WAS,25,81,40,41,50.0,18.0,6.9,16.8,41.0,2.0,5.6,36.1,2.2,2.6,84.5,1.3,5.2,6.5,2.5,1.7,1.5,0.4,4.9,33.4,0,0,-5.5,06-07,Jarvis Hayes(06-07),WAS(06-07),105.0,109.8,-4.8,8.2,1.43,11.1,2.5,10.9,6.5,7.8,47.1,50.2,17.1,96.2,6.4,1,2,2
Andrew Bynum,LAL,19,82,42,40,50.6,18.0,7.0,12.5,55.8,0.0,0.1,0.0,4.0,6.0,66.8,3.9,9.7,13.6,2.7,3.2,0.3,3.6,7.0,46.9,10,0,-3.2,06-07,Andrew Bynum(06-07),LAL(06-07),103.0,105.8,-2.8,8.5,0.82,12.6,8.3,19.1,13.9,15.5,55.8,59.3,16.3,95.12,9.7,0,1,1
Lindsey Hunter,DET,36,52,36,16,52.2,17.9,6.6,17.1,38.5,2.7,8.3,31.9,2.1,2.3,90.9,0.6,2.7,3.3,6.5,2.5,2.4,0.5,3.9,37.8,0,0,-5.0,06-07,Lindsey Hunter(06-07),DET(06-07),97.7,102.4,-4.7,22.5,2.66,24.0,1.2,5.4,3.3,9.0,46.3,49.5,17.9,92.12,8.3,3,2,2
Pat Burke,PHX,33,23,19,4,48.6,17.8,6.8,19.3,35.4,1.8,6.5,27.3,2.4,3.9,61.5,3.6,10.4,13.9,1.5,2.1,0.9,0.6,5.6,39.1,0,0,-8.9,06-07,Pat Burke(06-07),PHX(06-07),94.4,104.2,-9.8,5.1,0.71,6.0,6.9,20.0,13.5,8.4,40.0,42.4,20.6,98.28,6.9,1,2,2
Darrell Armstrong,IND,39,81,34,47,49.6,17.8,6.1,14.7,41.4,2.8,8.3,33.6,2.8,3.6,78.5,1.3,3.9,5.3,7.4,3.0,2.7,0.2,4.0,41.1,1,0,-2.2,06-07,Darrell Armstrong(06-07),IND(06-07),99.5,101.9,-2.4,25.0,2.51,28.0,2.7,8.5,5.5,11.1,50.9,54.7,16.7,96.67,11.2,3,0,0
Travis Diener,ORL,25,26,12,14,52.2,17.8,6.2,14.5,42.5,3.3,9.1,36.0,2.2,2.7,80.0,0.5,2.7,3.3,6.3,2.4,0.7,0.0,4.9,31.0,0,0,1.1,06-07,Travis Diener(06-07),ORL(06-07),103.3,103.5,-0.2,21.0,2.69,26.5,1.1,5.3,3.3,9.8,53.8,56.6,15.2,91.33,8.0,3,2,2
David Harrison,IND,24,24,8,16,47.5,17.8,7.5,14.5,51.7,0.0,0.0,0.0,2.8,5.5,50.0,2.3,8.3,10.5,1.5,6.5,1.3,3.0,11.8,38.9,0,0,-11.0,06-07,David Harrison(06-07),IND(06-07),88.0,97.1,-9.1,6.3,0.23,6.1,5.1,18.0,11.7,26.3,51.7,52.5,20.9,102.03,2.6,0,1,1
Dahntay Jones,MEM,26,78,21,57,50.8,17.7,6.7,14.0,47.7,0.2,0.4,41.7,4.2,5.3,79.3,1.4,3.2,4.7,2.1,2.8,1.2,0.7,5.8,29.2,0,0,-3.8,06-07,Dahntay Jones(06-07),MEM(06-07),107.0,110.0,-3.0,6.6,0.74,9.8,3.1,7.0,5.1,13.3,48.3,54.2,16.9,94.83,4.7,0,1,1
Udonis Haslem,MIA,27,79,43,36,52.2,17.7,7.4,15.1,49.2,0.0,0.1,0.0,2.9,4.3,68.0,3.9,9.8,13.7,2.0,2.3,1.0,0.5,5.0,39.7,21,0,0.2,06-07,Udonis Haslem(06-07),MIA(06-07),104.2,103.7,0.6,6.4,0.88,9.6,8.2,18.8,13.7,10.9,49.2,52.3,17.0,92.21,10.0,0,1,1
Primoz Brezec,CHA,27,58,22,36,51.6,17.7,7.5,16.9,44.5,0.1,0.2,33.3,2.6,4.2,63.2,4.9,6.4,11.3,1.4,2.3,0.7,1.4,9.9,37.3,1,0,-7.9,06-07,Primoz Brezec(06-07),CHA(06-07),100.8,106.7,-5.9,4.4,0.61,6.3,9.4,14.0,11.6,10.4,44.7,47.4,18.3,93.95,3.7,0,1,1
Ronny Turiaf,LAL,24,72,35,37,50.1,17.7,6.8,12.4,54.9,0.0,0.0,0.0,4.1,6.2,66.4,4.1,7.9,11.9,2.9,2.4,0.8,3.6,9.3,47.1,2,0,0.8,06-07,Ronny Turiaf(06-07),LAL(06-07),107.1,105.5,1.6,9.2,1.21,14.3,7.8,16.1,11.8,11.8,54.9,58.6,15.0,96.16,8.4,0,1,1
Darko Milicic,ORL,22,80,38,42,52.8,17.6,6.9,15.1,45.4,0.0,0.0,0.0,3.9,6.3,61.3,4.0,8.1,12.1,2.5,3.4,1.2,3.9,6.0,47.7,6,0,0.0,06-07,Darko Milicic(06-07),ORL(06-07),103.0,102.7,0.3,8.1,0.73,10.3,8.5,16.1,12.4,14.3,45.4,49.2,18.7,91.05,8.8,0,1,1
Kirk Snyder,HOU,24,39,23,16,51.7,17.6,6.1,13.4,45.2,1.0,4.0,25.0,4.5,6.9,65.3,1.6,6.1,7.6,3.6,2.4,1.0,1.1,4.7,36.1,0,0,-4.1,06-07,Kirk Snyder(06-07),HOU(06-07),97.7,101.8,-4.1,12.5,1.5,15.9,3.2,12.2,7.7,10.6,49.0,53.6,16.8,92.93,8.3,0,1,1
Hassan Adams,NJN,23,61,31,30,50.0,17.6,7.6,13.6,55.6,0.0,0.1,0.0,2.4,3.6,66.7,3.5,4.2,7.8,1.3,2.2,1.7,0.4,4.7,33.0,0,0,-1.8,06-07,Hassan Adams(06-07),NJN(06-07),98.2,98.6,-0.4,4.3,0.59,7.0,7.7,8.2,8.0,11.8,55.6,57.7,15.7,96.59,7.6,0,1,1
James Jones,PHX,26,76,58,18,49.8,17.6,5.9,15.9,36.8,3.3,8.6,37.8,2.6,2.9,87.7,1.2,5.2,6.4,1.6,1.0,1.0,1.5,4.2,34.3,0,0,5.9,06-07,James Jones(06-07),PHX(06-07),107.4,100.6,6.8,4.8,1.61,8.3,2.5,10.0,6.4,5.1,47.0,51.0,16.2,96.74,6.7,1,2,2
Bracey Wright,MIN,22,19,6,13,49.8,17.5,6.3,15.7,40.0,1.6,5.2,30.0,3.4,4.7,72.2,1.8,3.7,5.5,3.9,1.6,2.4,0.3,1.6,36.3,0,0,13.6,06-07,Bracey Wright(06-07),MIN(06-07),109.7,95.6,14.1,11.4,2.5,16.7,3.7,8.4,5.9,6.7,45.0,49.3,17.0,96.69,9.1,1,2,2
Dijon Thompson,ATL,24,6,1,5,51.7,17.5,6.2,15.5,40.0,0.0,2.1,0.0,5.2,6.2,83.3,3.1,5.2,8.2,2.1,1.0,0.0,0.0,2.1,29.5,0,0,-9.3,06-07,Dijon Thompson(06-07),ATL(06-07),96.9,104.0,-7.1,7.1,2.0,10.0,7.1,12.5,9.8,5.0,40.0,48.2,17.3,93.76,7.6,0,1,1
Ivan McFarlin,PHI,25,11,0,11,48.0,17.4,5.8,15.1,38.5,0.0,1.2,0.0,5.8,8.1,71.4,8.1,4.7,12.8,1.2,1.2,0.0,0.0,9.3,33.4,0,0,-10.5,06-07,Ivan McFarlin(06-07),PHI(06-07),93.0,102.3,-9.3,3.8,1.0,5.6,14.9,12.5,13.9,5.6,38.5,46.6,17.0,100.52,3.6,0,1,1
Derek Anderson,CHA,32,50,20,30,51.7,17.3,5.5,12.8,42.9,2.3,6.6,35.5,4.0,4.6,87.7,1.3,3.6,4.9,5.8,2.4,2.3,0.3,5.0,37.1,1,0,0.8,06-07,Derek Anderson(06-07),CHA(06-07),105.6,104.2,1.3,17.4,2.38,25.4,2.6,7.6,5.0,10.7,52.0,58.6,14.8,93.05,8.9,3,2,2
Donell Taylor,WAS,24,47,21,26,50.7,17.3,7.7,19.3,40.0,0.4,2.3,17.6,1.5,2.9,52.4,1.9,5.4,7.3,6.2,3.4,2.3,0.4,4.7,40.2,0,0,-13.1,06-07,Donell Taylor(06-07),WAS(06-07),89.0,100.1,-11.1,23.6,1.8,20.5,3.4,10.9,6.9,11.4,41.1,42.2,20.9,95.58,7.9,3,2,2
Luke Jackson,TOR,25,13,8,5,49.7,17.3,6.9,15.5,44.2,1.8,6.1,29.4,1.8,3.2,55.6,0.7,2.9,3.6,4.7,2.5,1.8,0.4,5.4,32.7,0,0,-8.7,06-07,Luke Jackson(06-07),TOR(06-07),101.4,107.8,-6.3,15.7,1.86,19.4,1.5,6.1,3.7,10.4,50.0,51.1,18.0,97.7,5.2,1,2,2
Ira Newble,CLE,32,15,12,3,48.5,17.3,6.0,13.9,43.2,3.0,5.6,53.3,2.3,3.8,60.0,4.9,6.4,11.3,0.8,1.1,2.3,0.0,6.4,37.6,0,0,-1.1,06-07,Ira Newble(06-07),CLE(06-07),95.5,98.5,-3.0,2.6,0.67,4.3,9.6,13.2,11.3,6.5,54.1,55.6,14.6,97.98,8.0,1,2,2
Earl Watson,SEA,28,77,31,46,51.2,17.3,6.3,16.3,38.3,2.2,6.7,32.9,2.6,3.5,73.5,0.8,3.6,4.4,10.4,4.0,2.4,0.5,3.6,42.9,3,0,-3.1,06-07,Earl Watson(06-07),SEA(06-07),105.4,107.8,-2.4,31.8,2.62,32.2,1.6,7.4,4.5,12.3,45.0,48.3,19.1,94.09,9.1,3,0,0
Nick Collison,SEA,26,82,31,51,52.0,17.3,6.9,13.9,50.0,0.0,0.0,0.0,3.4,4.3,77.4,5.0,9.5,14.6,1.8,2.7,1.0,1.4,6.3,42.2,18,0,-2.3,06-07,Nick Collison(06-07),SEA(06-07),105.4,106.9,-1.5,5.5,0.67,8.8,10.0,19.4,14.7,13.3,50.0,54.6,16.0,92.71,9.1,0,1,1
Rashad McCants,MIN,22,37,10,27,51.6,17.1,5.8,16.5,35.0,1.9,7.0,26.7,3.7,5.4,69.0,1.3,3.1,4.4,3.5,3.7,2.4,0.7,6.6,33.2,0,0,-0.5,06-07,Rashad McCants(06-07),MIN(06-07),102.0,102.8,-0.8,11.1,0.95,13.4,2.6,6.3,4.5,14.1,40.7,45.4,20.1,92.96,2.8,1,2,2
Johan Petro,SEA,21,81,31,50,51.5,17.1,7.7,14.9,51.6,0.0,0.0,0.0,1.7,2.6,64.9,3.1,8.3,11.4,1.5,2.8,1.3,1.6,8.1,39.1,3,0,-7.8,06-07,Johan Petro(06-07),SEA(06-07),100.4,106.9,-6.5,5.0,0.55,7.5,6.4,17.5,11.9,13.7,51.6,53.2,16.6,93.82,6.9,0,1,1
Ronnie Price,SAC,24,58,21,37,50.1,17.1,6.0,15.3,39.0,1.9,5.8,32.3,3.3,4.9,67.3,1.3,5.0,6.3,4.3,2.9,2.5,0.4,5.7,36.7,0,0,-5.0,06-07,Ronnie Price(06-07),SAC(06-07),102.3,103.6,-1.3,14.0,1.45,17.3,2.9,10.5,6.7,11.9,45.1,48.9,18.1,97.48,6.8,1,2,2
Sasha Vujacic,LAL,23,73,35,38,51.0,17.1,5.7,14.6,39.2,3.3,8.8,37.3,2.3,2.7,87.8,1.5,4.3,5.8,3.5,1.6,2.2,0.1,5.6,34.6,0,0,-2.6,06-07,Sasha Vujacic(06-07),LAL(06-07),105.7,107.8,-2.0,10.7,2.13,16.8,2.9,9.1,5.9,7.9,50.4,54.0,15.0,94.36,7.0,1,2,2
Ryan Hollins,CHA,22,27,8,19,49.4,17.1,5.3,9.6,55.6,0.0,0.0,0.0,6.4,10.7,60.0,2.9,5.3,8.3,0.3,4.3,1.1,1.9,10.7,31.9,0,0,-24.5,06-07,Ryan Hollins(06-07),CHA(06-07),90.7,113.1,-22.4,1.0,0.06,1.4,5.9,12.5,8.9,22.5,55.6,59.7,16.7,98.06,1.7,0,1,1
Martell Webster,POR,20,82,32,50,52.3,17.1,5.8,14.6,39.6,2.7,7.4,36.4,2.8,3.9,70.5,1.3,5.9,7.1,1.5,2.3,1.0,0.6,3.7,30.5,0,0,-4.4,06-07,Martell Webster(06-07),POR(06-07),101.1,106.7,-5.7,5.0,0.68,7.7,2.5,12.3,7.3,11.2,48.9,52.2,16.2,91.25,6.6,1,2,2
Luke Walton,LAL,27,60,35,25,49.4,17.0,6.6,13.9,47.4,1.2,3.1,38.7,2.7,3.6,74.5,2.2,5.4,7.5,6.4,2.9,1.5,0.5,2.9,38.8,5,0,0.3,06-07,Luke Walton(06-07),LAL(06-07),107.0,106.8,0.2,19.4,2.18,25.8,4.6,11.0,7.9,11.8,51.7,55.1,16.4,97.21,9.9,3,0,0
Alexander Johnson,MEM,24,59,15,44,49.3,17.0,6.0,11.1,53.8,0.0,0.0,0.0,5.1,7.7,66.1,3.3,8.6,11.9,1.1,3.1,1.6,2.3,9.0,41.6,3,0,-0.8,06-07,Alexander Johnson(06-07),MEM(06-07),108.4,109.1,-0.6,3.3,0.36,5.9,7.6,19.3,13.5,16.4,53.8,58.8,15.8,97.44,6.4,0,1,1
Kris Humphries,TOR,22,60,35,25,50.1,17.0,6.5,13.8,47.0,0.0,0.0,0.0,4.0,5.9,67.1,5.8,8.2,14.0,1.3,2.4,1.0,1.6,7.3,41.2,0,0,-2.9,06-07,Kris Humphries(06-07),TOR(06-07),102.8,105.3,-2.5,4.3,0.56,6.7,11.5,17.2,14.3,11.9,47.0,51.6,16.6,95.94,7.4,0,1,1
Andre Brown,SEA,26,38,16,22,49.3,16.9,7.6,13.5,56.8,0.0,0.2,0.0,1.6,2.7,60.0,4.7,8.7,13.5,0.4,5.3,1.1,0.7,4.7,33.8,0,0,-2.2,06-07,Andre Brown(06-07),SEA(06-07),93.3,96.9,-3.6,1.4,0.07,1.8,10.0,16.8,13.6,26.4,56.8,57.7,17.1,96.74,9.1,0,1,1
Damon Jones,CLE,30,60,37,23,50.2,16.8,5.9,15.2,38.6,3.8,9.9,38.5,1.3,1.9,68.2,0.4,2.4,2.8,4.0,1.5,0.7,0.1,2.3,27.0,0,0,4.0,06-07,Damon Jones(06-07),CLE(06-07),105.1,102.5,2.7,12.8,2.61,19.0,0.7,5.1,2.8,7.3,51.1,52.5,14.8,94.89,6.9,1,2,2
Flip Murray,DET,27,69,43,26,53.2,16.7,6.4,15.8,40.4,0.9,3.0,28.9,3.1,4.3,72.5,0.9,3.1,4.1,6.7,3.2,1.8,0.5,3.5,35.2,1,0,1.5,06-07,Flip Murray(06-07),DET(06-07),103.2,101.6,1.6,20.7,2.08,24.3,1.8,6.1,3.9,11.7,43.2,47.4,18.3,90.34,7.1,3,0,0
Jamaal Magloire,POR,29,81,31,50,53.9,16.7,6.3,12.5,50.4,0.0,0.0,0.0,4.1,7.7,54.1,4.8,10.8,15.6,0.9,4.1,0.7,2.1,7.1,41.0,6,0,-8.0,06-07,Jamaal Magloire(06-07),POR(06-07),99.9,107.9,-7.9,3.0,0.23,4.5,9.6,22.7,16.0,19.4,50.4,52.7,17.5,89.11,7.4,0,1,1
Maceo Baston,IND,31,47,22,25,49.0,16.7,5.9,9.2,64.5,0.4,0.8,42.9,4.5,5.7,78.7,2.5,6.4,9.0,1.9,3.9,1.5,2.2,7.9,37.4,0,0,-5.0,06-07,Maceo Baston(06-07),IND(06-07),97.5,100.8,-3.4,6.7,0.5,11.3,5.8,14.6,10.2,22.5,66.4,71.4,13.6,98.65,8.7,0,1,1
Mike Wilks,SEA,28,47,14,33,52.3,16.7,6.5,13.8,46.8,0.5,1.5,33.3,3.2,4.1,78.6,1.5,3.8,5.3,7.7,3.0,1.5,0.4,5.2,37.1,1,0,2.0,06-07,Mike Wilks(06-07),SEA(06-07),105.8,103.5,2.3,23.8,2.55,29.4,3.0,7.8,5.4,11.5,48.6,53.3,16.2,91.95,8.8,3,0,0
Bobby Jones,PHI,23,44,15,29,50.6,16.6,6.5,14.0,46.2,0.2,1.4,11.1,3.5,6.2,56.1,3.3,5.3,8.6,2.4,2.7,1.7,0.2,8.9,33.2,0,0,5.4,06-07,Bobby Jones(06-07),PHI(06-07),102.1,94.7,7.4,7.5,0.89,11.0,6.7,11.0,8.8,12.3,46.8,49.5,17.2,95.86,3.9,0,1,1
Shawne Williams,IND,21,46,19,27,51.2,16.6,6.9,14.7,46.9,1.7,4.8,36.5,1.0,1.8,55.0,3.0,4.6,7.6,2.0,2.2,0.6,0.7,6.4,30.4,0,0,-11.7,06-07,Shawne Williams(06-07),IND(06-07),97.5,108.3,-10.8,6.8,0.92,10.3,6.3,9.7,8.0,11.2,52.8,53.3,15.6,94.11,5.3,1,2,2
Shavlik Randolph,PHI,23,13,4,9,51.3,16.6,6.6,13.7,47.9,0.0,0.0,0.0,3.4,6.3,54.5,5.4,10.0,15.4,1.1,2.6,2.0,2.9,6.6,48.8,0,0,2.0,06-07,Shavlik Randolph(06-07),PHI(06-07),96.6,93.0,3.6,3.8,0.44,5.6,10.2,19.4,14.8,12.7,47.9,50.3,16.5,94.46,11.1,0,1,1
Roger Mason Jr.,WAS,26,62,27,35,49.4,16.6,5.9,18.0,33.0,3.3,10.2,32.4,1.4,1.6,87.5,0.7,3.8,4.5,3.5,1.9,1.3,0.6,6.6,31.1,0,0,-6.8,06-07,Roger Mason Jr.(06-07),WAS(06-07),99.5,106.0,-6.5,11.5,1.84,14.6,1.3,8.4,4.5,7.9,42.2,44.3,17.9,97.24,3.2,1,2,2
Earl Barron,MIA,25,28,11,17,51.4,16.5,6.1,21.1,28.9,0.0,0.3,0.0,4.3,4.6,94.4,4.8,5.6,10.4,1.3,2.8,1.5,1.0,5.3,35.7,0,0,-4.8,06-07,Earl Barron(06-07),MIA(06-07),93.7,99.7,-6.1,4.5,0.45,4.7,9.6,12.5,11.0,10.3,28.9,35.7,22.7,92.75,2.9,0,1,1
Francisco Garcia,SAC,25,79,33,46,49.0,16.5,5.7,13.2,42.9,1.8,5.2,35.6,3.3,4.0,83.3,1.8,5.3,7.1,3.0,2.4,1.6,1.5,6.6,36.3,0,0,-1.0,06-07,Francisco Garcia(06-07),SAC(06-07),102.2,102.6,-0.4,10.1,1.24,14.9,3.8,10.7,7.3,12.0,49.9,55.1,15.4,98.16,7.1,1,2,2
Antonio Daniels,WAS,32,80,41,39,50.8,16.5,5.0,11.2,44.2,0.5,1.8,30.2,6.0,7.2,83.2,0.5,3.8,4.4,8.4,2.0,1.1,0.3,2.3,36.4,3,0,-0.7,06-07,Antonio Daniels(06-07),WAS(06-07),107.6,107.9,-0.4,26.1,4.2,34.1,1.0,8.0,4.4,8.1,46.7,57.2,14.1,94.62,11.1,3,0,0
